ID,acousticness,danceability,energy,tempo,valence,instrumentalness,liveness,loudness,speechiness
16361,0.393,0.247,0.221,99.06,0.152,0.0682,0.0737,-19.332,0.0368
16366,0.0231,0.772,0.648,122.028,0.823,4.07E-06,0.0444,-12.297,0.0299
16367,0.869,0.0922,0.0439,82.488,0.0396,0.602,0.0643,-33.172,0.0371
16368,0.961,0.36,0.454,80.073,0.66,0.5,0.0922,-6.57,0.0504
16382,0.957,0.144,0.062,79.852,0.0386,0.691,0.149,-27.255,0.0422
16387,0.866,0.75,0.361,108.594,0.904,0.871,0.101,-16.461,0.0339
16392,0.815,0.587,0.533,133.031,0.0726,0.947,0.103,-17.715,0.0424
16395,0.963,0.478,0.111,120.058,0.151,0.925,0.125,-17.692,0.0339
16416,0.809,0.365,0.349,78.359,0.287,0.885,0.134,-13.964,0.0372
16422,0.913,0.207,0.0181,76.023,0.0306,0.439,0.0477,-29.982,0.0463
16423,0.945,0.275,0.263,78.188,0.399,0.000948,0.379,-7.411,0.033
16432,0.937,0.175,0.143,173.33,0.0662,0.933,0.0915,-17.439,0.0412
16451,0.943,0.484,0.075,84.394,0.341,0.878,0.128,-24.973,0.031
16466,0.0502,0.568,0.683,145.062,0.829,1.12E-06,0.0406,-5.101,0.0399
16468,0.662,0.297,0.132,117.245,0.0924,0.7,0.097,-17.705,0.0403
16482,0.00668,0.805,0.807,140.081,0.712,0.333,0.169,-13.08,0.0881
16513,0.973,0.312,0.0298,76.816,0.0527,0.961,0.148,-27.265,0.0578
16521,0.666,0.528,0.372,121.538,0.287,0.713,0.241,-15.992,0.0478
16522,0.966,0.105,0.0862,87.224,0.0387,0.935,0.0999,-21.051,0.0395
16523,0.744,0.124,0.0997,79.863,0.0402,0.831,0.128,-20.876,0.0379
16557,0.0207,0.363,0.182,120.043,0.0677,0.865,0.0613,-21.775,0.0458
16569,0.194,0.314,0.269,169.326,0.0944,0.755,0.0977,-15.807,0.0456
16572,0.756,0.11,0.304,161.365,0.0521,0.253,0.194,-14.325,0.0387
16608,0.666,0.212,0.351,110.035,0.0494,0.94,0.065,-13.514,0.0349
16624,0.246,0.176,0.438,152.656,0.124,0.948,0.126,-14.221,0.0323
16688,0.761,0.184,0.186,119.457,0.0398,0.225,0.342,-19.162,0.043
16694,0.022,0.354,0.277,91.942,0.078,0.062,0.0758,-14.877,0.0304
16723,0.963,0.183,0.161,168.429,0.0564,0.915,0.105,-16.929,0.0381
