,ID,title,music_director,album_name,track_name,preview_url,popularity,acousticness,danceability,energy,tempo,valence,instrumentalness,liveness,loudness,speechiness
189,265,My Week with Marilyn,Conrad Pope,My Week with Marilyn,Marilyn's Theme,https://p.scdn.co/mp3-preview/dcc87d83d218a10d0bcea41d968aea745f1e0b1d?cid=0e18970867524f1fba6634279dd9e5b2,30,0.991,0.56,0.00767,66.384,0.206,0.915,0.0737,-24.558,0.0538
191,267,Secret Superstar,Amit Trivedi,Secret Superstar,Nachdi Phira,https://p.scdn.co/mp3-preview/ea89da31583119ccd608924639bc5ad4bcd4609f?cid=0e18970867524f1fba6634279dd9e5b2,50,0.535,0.421,0.46,171.845,0.208,0,0.101,-6.044,0.0344
193,269,Jarhead,Thomas Newman,Jarhead,Welcome To The Suck,,25,0.0181,0.632,0.619,171.115,0.256,0.88,0.367,-11.486,0.131
198,275,Olympus Has Fallen,Trevor Morris,Olympus Has Fallen (Music from the Motion Picture),Day Break / We Will Rise / End Credits,,22,0.425,0.0784,0.267,82.689,0.0463,0.953,0.103,-14.261,0.033
204,288,The Score,Howard Shore,The Twilight Saga: Eclipse The Score,Compromise/Bella's Theme,https://p.scdn.co/mp3-preview/7ae2547deb611dae53a4046396691aaa68328d83?cid=0e18970867524f1fba6634279dd9e5b2,38,0.995,0.699,0.0155,75.935,0.292,0.934,0.133,-20.047,0.0707
208,295,The Highwaymen,Thomas Newman,The Highwaymen (Music From the Netflix Film),The Shame of Arcadia,https://p.scdn.co/mp3-preview/0eb4efba086a3f54b1c7e007d070d4527087f334?cid=0e18970867524f1fba6634279dd9e5b2,20,0.969,0.242,0.0365,126.343,0.0426,0.906,0.0934,-28.394,0.0379
210,298,Creep 2,Julian Wass,Creep 2 (Music from the Motion Picture),Sara Loves Her Juicy Fruit,https://p.scdn.co/mp3-preview/86238030b931ac741a36dc2733ddc50cb74de545?cid=0e18970867524f1fba6634279dd9e5b2,36,0.884,0.739,0.726,116.032,0.679,0.147,0.0872,-4.854,0.0407
212,300,Unrest,Bear McCreary,Unrest (Original Motion Picture Soundtrack),Patience,https://p.scdn.co/mp3-preview/82885627174a491ca8084e19207cf64e8b01bb61?cid=0e18970867524f1fba6634279dd9e5b2,16,0.333,0.569,0.273,81.41,0.235,0,0.127,-16.303,0.278
213,306,Blue Jay,Julian Wass,Blue Jay (Original Motion Picture Soundtrack),Marcescence,https://p.scdn.co/mp3-preview/783c0e748ee97e71e7cdcf4355ae6c291e08fe3a?cid=0e18970867524f1fba6634279dd9e5b2,6,0.958,0.276,0.043,63.45,0.0782,0.918,0.0972,-29.739,0.0371
214,307,1922,Mike Patton,1922 (Original Motion Picture Soundtrack),Murder Is Work,https://p.scdn.co/mp3-preview/220989c270e6e1240220e796ea43f4b9990ab112?cid=0e18970867524f1fba6634279dd9e5b2,1,0.875,0.571,0.0797,82.579,0.0646,0.908,0.121,-15.202,0.144
216,309,Circus of Books,Ian M Colletti,Circus of Books (Original Soundtrack),Realizing I Was Gay,https://p.scdn.co/mp3-preview/f10caef9f499159583d4b16f3423ba3791778a19?cid=0e18970867524f1fba6634279dd9e5b2,0,0.994,0.151,0.023,75.494,0.0421,0.954,0.109,-24.191,0.0603
217,310,"Hail, Caesar!",Carter Burwell,"Hail, Caesar! (Original Motion Picture Soundtrack)",Jonah's Daughter,https://p.scdn.co/mp3-preview/10a61bba83e63c7e24df2591bbb628b3620af4a5?cid=0e18970867524f1fba6634279dd9e5b2,29,0.903,0.128,0.211,83.165,0.0768,0.023,0.0904,-14.883,0.0382
219,320,Den of Thieves,Cliff Martinez,Den of Thieves (Original Motion Picture Soundtrack),Merrimen in the Morning,https://p.scdn.co/mp3-preview/bf7c155b880389caddbbdb3c2c58197a5cb58d7c?cid=0e18970867524f1fba6634279dd9e5b2,15,0.98,0.285,0.167,69.591,0.0284,0.895,0.0713,-23.009,0.0704
220,321,Wadjda,Max Richter,Wadjda (Original Motion Picture Soundtrack),Conversation,https://p.scdn.co/mp3-preview/c8c0e713108b9cbc041a1f0055910e94d66f31a0?cid=0e18970867524f1fba6634279dd9e5b2,15,0.989,0.101,0.071,173.733,0.0315,0.966,0.0781,-22.462,0.0483
221,322,The Spiderwick Chronicles,James Horner,The Spiderwick Chronicles (Original Motion Picture Score),Writing the Chronicles,https://p.scdn.co/mp3-preview/8cbb8f6e922127d930e67e6a6eb6536ebaa44678?cid=0e18970867524f1fba6634279dd9e5b2,13,0.798,0.173,0.114,115.903,0.0383,0.93,0.113,-27.712,0.0541
223,324,Turbo,Henry Jackman,Turbo (Original Motion Picture Score),Turbo - Score Album Version,,4,0.0273,0.524,0.834,119.968,0.608,0.785,0.167,-9.142,0.051
225,328,Remember,Rick Holets,Remember,People's Plight,https://p.scdn.co/mp3-preview/f3f1f1890f14cb52b1bc786ebb984e4e46a66340?cid=0e18970867524f1fba6634279dd9e5b2,0,0.735,0.148,0.118,138.196,0.0505,0.808,0.43,-22.263,0.0356
231,335,Delhi Belly,Ram Sampath,Delhi Belly (Original Motion Picture Soundtrack),"Bhaag D.K. Bose, Aandhi Aayi",https://p.scdn.co/mp3-preview/368e1ac5a84ccc0f428522aadcec3b4f38dc5ac8?cid=0e18970867524f1fba6634279dd9e5b2,55,0.0948,0.66,0.926,109.997,0.731,0,0.248,-3.452,0.0296
233,338,It Comes at Night,Brian McOmber,It Comes at Night (Original Motion Picture Soundtrack),It Comes at Night,https://p.scdn.co/mp3-preview/5848b6c7d28288a85c5a53fb9ab822f1a2af8f7d?cid=0e18970867524f1fba6634279dd9e5b2,3,0.551,0.164,0.0759,129.578,0.0345,0.87,0.117,-22.34,0.039
235,341,The Interview,Henry Jackman,The Interview (Original Motion Picture Score),Guns N' Girls,https://p.scdn.co/mp3-preview/e36dd7f2c77fe629fd25477288de9dc6f295a9b0?cid=0e18970867524f1fba6634279dd9e5b2,3,0.00304,0.362,0.523,104.993,0.288,0.911,0.215,-10.058,0.0323
237,343,Outbreak,James Newton Howard,Outbreak (Original Motion Picture Soundtrack),Main Titles,,8,0.891,0.0862,0.0322,82.035,0.0294,0.904,0.115,-32.17,0.0371
241,348,Candyman,Philip Glass,The Music of Candyman (Soundtrack from the Motion Picture),"It Was Always You, Helen",https://p.scdn.co/mp3-preview/a961841666bba078a1946f5f60949befa89a626e?cid=0e18970867524f1fba6634279dd9e5b2,36,0.973,0.358,0.217,92.39,0.0696,0.982,0.204,-16.102,0.0314
243,350,Calibre,Anne Nikitin,Calibre (Original Motion Picture Soundtrack),Calibre,https://p.scdn.co/mp3-preview/7c8d2d1958844405b575d597fff4435421d7475f?cid=0e18970867524f1fba6634279dd9e5b2,7,0.385,0.106,0.207,74.389,0.0335,0.758,0.0882,-17.466,0.0382
249,358,Outlaw King,Grey Dogs,Outlaw King,Land O' the Leal,https://p.scdn.co/mp3-preview/d2689531fcf2f15c52f3d3068c7eadcd9623401f?cid=0e18970867524f1fba6634279dd9e5b2,16,0.967,0.348,0.0329,72.241,0.279,0,0.116,-16.271,0.0413
252,361,Krisha,Brian McOmber,Krisha (Original Motion Picture Soundtrack),Ends,https://p.scdn.co/mp3-preview/039d10687761daab02cb51a18379ace0185d5a87?cid=0e18970867524f1fba6634279dd9e5b2,2,0.988,0.0672,0.131,72.506,0.0305,0.872,0.0671,-26.872,0.0483
254,366,The Cakemaker,Dominique Charpentier,The Cakemaker (Original Motion Picture Soundtrack),Heartbeat,https://p.scdn.co/mp3-preview/5adba1d1f581dccb7c40a2d8aa2ae485909dc10f?cid=0e18970867524f1fba6634279dd9e5b2,26,0.977,0.386,0.0408,109.06,0.0667,0.938,0.105,-20.104,0.0477
256,368,Bleed for This,Julia Holter,Bleed for This (Original Motion Picture Soundtrack),Emotions in Motion,https://p.scdn.co/mp3-preview/11c07841cb29fcd4aa4790050c33a3ed586e22d4?cid=0e18970867524f1fba6634279dd9e5b2,4,0.12,0.466,0.717,81.565,0.761,0.000251,0.0285,-5.046,0.0564
257,369,Girl,Valentin Hadjadj,Girl (Themes & Variations / Original Motion Picture Soundtrack),Flying - From ?쏥irl??Original Motion Picture Soundtrack,,26,0.769,0.183,0.179,140.107,0.0805,0.937,0.0933,-19.974,0.0348
261,377,"Love, Rosie",Ralf Wengenmayr,"Love, Rosie (Original Motion Picture Soundtrack)","We Keep in Touch, Okay ?",https://p.scdn.co/mp3-preview/5799c3e6ea13d753434685ada8492abd81313a5a?cid=0e18970867524f1fba6634279dd9e5b2,30,0.947,0.116,0.0418,73.287,0.0396,0.715,0.114,-22.164,0.0427
264,380,Super Dark Times,Ben Frost,Super Dark Times (Music From The Motion Picture),Super Dark Times,https://p.scdn.co/mp3-preview/c2cf5e76e30b9772e86cf14bd1c7befec2372429?cid=0e18970867524f1fba6634279dd9e5b2,18,0.0217,0.0689,0.553,66.851,0.0184,0.751,0.11,-9.985,0.0535
265,381,Tallulah,Michael Brook,Tallulah (Original Motion Picture Soundtrack),Arrested,https://p.scdn.co/mp3-preview/5807e4c0d9eeddfe24a735ce13f46f8bff7deace?cid=0e18970867524f1fba6634279dd9e5b2,5,0.967,0.111,0.0621,90.79,0.029,0.861,0.0797,-21.731,0.0482
271,389,The Duchess,Rachel Portman,The Duchess Music from the Motion Picture,Bess' Sons,https://p.scdn.co/mp3-preview/157892e17726a32b2006f9a9c78160ae71705cb0?cid=0e18970867524f1fba6634279dd9e5b2,30,0.905,0.15,0.0269,87.953,0.0676,0.749,0.076,-24.639,0.0394
274,397,The Sapphires,Cezary Skubiszewski,The Sapphires,Oranges,https://p.scdn.co/mp3-preview/369ba7c55c0626fe7baea2d2014f3418ae99ebab?cid=0e18970867524f1fba6634279dd9e5b2,0,0.91,0.844,0.381,108.251,0.242,0.527,0.0836,-14.795,0.0723
281,407,6 Underground,Lorne Balfe,6 Underground (Music From the Netflix Film),"One, But Not Done",https://p.scdn.co/mp3-preview/e1c68e3dfb6a42f1b7566152ed16d5f366197306?cid=0e18970867524f1fba6634279dd9e5b2,27,0.0839,0.229,0.239,130.329,0.0511,0.639,0.0954,-14.095,0.0323
284,411,Suffragette,Alexandre Desplat,Suffragette (Original Motion Picture Soundtrack),Suffragette,https://p.scdn.co/mp3-preview/15bd6156c812e75e713d9e850fff455d151b2005?cid=0e18970867524f1fba6634279dd9e5b2,10,0.603,0.13,0.0916,151.156,0.0326,0.913,0.11,-16.592,0.033
285,413,Terminator Salvation,Danny Elfman,Terminator Salvation Original Soundtrack,Opening,https://p.scdn.co/mp3-preview/4ffcdc694d92c4e44d6e1736f4c367d0646cad46?cid=0e18970867524f1fba6634279dd9e5b2,27,0.364,0.326,0.214,105.005,0.0394,0.849,0.104,-17.847,0.0359
293,426,Next Gen,Samuel Jones,Next Gen (Original Motion Picture Soundtrack),Full System Reset,https://p.scdn.co/mp3-preview/3d70ae520769910937eac799c3e37b16955f69b1?cid=0e18970867524f1fba6634279dd9e5b2,22,0.453,0.358,0.209,109.862,0.0597,0.859,0.155,-15.507,0.0345
294,427,Cam,Gavin Brivik,Cam (Original Motion Picture Score),This Chickadee's at Fifty-Three,https://p.scdn.co/mp3-preview/b37c4b297bafb6e85637cb7bdad5e61c71e67b79?cid=0e18970867524f1fba6634279dd9e5b2,5,0.944,0.217,0.0128,133.796,0.0395,0.938,0.0801,-33.821,0.0368
295,428,Divines,Demusmaker,Divines (Bande originale du film),Enemy,https://p.scdn.co/mp3-preview/eff326e93c46b7999411dcc158a86fe5bd02129e?cid=0e18970867524f1fba6634279dd9e5b2,24,0.438,0.563,0.734,162.086,0.739,0,0.133,-10.176,0.472
296,429,Shirkers,Ishai Adar,Shirkers (Original Soundtrack),Waking Up,https://p.scdn.co/mp3-preview/df63d435f6f808d9b1fbd1bfe36a549345f5aa3d?cid=0e18970867524f1fba6634279dd9e5b2,7,0.951,0.236,0.212,74.441,0.0379,0.7,0.0864,-21.019,0.0762
297,430,Underworld: Evolution,Marco Beltrami,Underworld: Evolution (Original Score by Marco Beltrami),Something I Could Never Have,https://p.scdn.co/mp3-preview/ea35ed2c16c01cbcd8c0822737057b5262e18704?cid=0e18970867524f1fba6634279dd9e5b2,37,0.026,0.497,0.444,108.155,0.123,2.38E-06,0.168,-7.52,0.028
298,433,Spitfire,Chris Roe,Spitfire (Original Motion Picture Soundtrack),Aerial Ballet (End Credits),https://p.scdn.co/mp3-preview/65033e5bc298ba9e7e4226e35caa43caffa0fd4f?cid=0e18970867524f1fba6634279dd9e5b2,9,0.976,0.125,0.145,74.169,0.0891,0.879,0.11,-15.511,0.0359
299,435,Dear Zindagi,Amit Trivedi,Dear Zindagi (Original Motion Picture Soundtrack),Love You Zindagi,https://p.scdn.co/mp3-preview/ff4017ec9c0703d8d56a54213fa6978728e57d2c?cid=0e18970867524f1fba6634279dd9e5b2,63,0.06,0.688,0.701,110.019,0.385,0.0301,0.271,-7.505,0.0298
303,441,Black Sea,Ilan Eshkeri,Black Sea (Original Motion Picture Soundtrack),Clean Your Desk,https://p.scdn.co/mp3-preview/e22570a6d10ca91fc45b3daa5a8dfdca1840684a?cid=0e18970867524f1fba6634279dd9e5b2,9,0.933,0.218,0.0602,67.575,0.0349,0.949,0.0667,-27.021,0.0464
304,442,Ali's Wedding,Nigel Westlake,Ali's Wedding (Original Motion Picture Soundtrack),In Loving Memory,https://p.scdn.co/mp3-preview/de28826d4b4ef6fdcc31dba0cfacd3bbc9c2b94b?cid=0e18970867524f1fba6634279dd9e5b2,3,0.957,0.202,0.12,77.134,0.33,0.914,0.108,-21.509,0.0343
309,447,Badla,Clinton Cerejo,Badla,Kyun Rabba,https://p.scdn.co/mp3-preview/1d11ee02ebd56c6db47dd7d24b872e1bd57c8d17?cid=0e18970867524f1fba6634279dd9e5b2,32,0.27,0.336,0.704,151.779,0.361,6.12E-05,0.107,-7.928,0.0472
314,454,Spenser Confidential,Steve Jablonsky,Spenser Confidential (Music from the Netflix Original Film),Pearl,https://p.scdn.co/mp3-preview/6f35df812480dc9349e12b6137e617d88f4f3497?cid=0e18970867524f1fba6634279dd9e5b2,8,0.944,0.0777,0.0939,65.093,0.0443,0.987,0.0701,-25.933,0.0417
323,463,The Runaways,Andrew Swarbrick,The Runaways (Original Motion Picture Score),Hay,https://p.scdn.co/mp3-preview/481a494e897f51ae62097f68a792c78ca7617df9?cid=0e18970867524f1fba6634279dd9e5b2,0,0.0239,0.0876,0.275,167.591,0.0357,0.952,0.11,-13.808,0.0435
325,465,The Half of It,Anton Sanko,The Half of It (Music from the Netflix Film),The Ancient Greeks,https://p.scdn.co/mp3-preview/cdaebcb14400c29ec7ee43fc64eab4ea385e2430?cid=0e18970867524f1fba6634279dd9e5b2,17,0.917,0.346,0.126,140.631,0.0395,0.208,0.0724,-21.672,0.0386
328,468,What Lies Beneath,Alan Silvestri,What Lies Beneath (Original Motion Picture Soundtrack),Forbidden Fruit,,20,0.341,0.103,0.0223,87.894,0.033,0.27,0.395,-24.664,0.0387
331,472,One Day,Rachel Portman,One Day OST (Original Score),We Had Today,,37,0.96,0.0802,0.128,81.436,0.0381,0.891,0.0843,-14.281,0.0402
333,476,The Grinch,Danny Elfman,Dr. Seuss' The Grinch (Original Motion Picture Score),Christmas In Whoville,https://p.scdn.co/mp3-preview/320fce79d9179849627d3e3e70924e8f4e609aac?cid=0e18970867524f1fba6634279dd9e5b2,50,0.86,0.252,0.357,72.817,0.116,0.895,0.142,-11.864,0.0383
334,478,Beasts of No Nation,Dan Romer,Beasts of No Nation (Original Motion Picture Soundtrack),Better Look Me in the Eyes,https://p.scdn.co/mp3-preview/5f34f57c7d028f731e27f3c532dcc745cfea0706?cid=0e18970867524f1fba6634279dd9e5b2,23,0.0012,0.172,0.332,88.986,0.0326,0.934,0.1,-15.026,0.0458
340,486,Underworld: Rise of the Lycans,Paul Haslinger,Underworld: Rise of the Lycans (Original Score by Paul Haslinger),Lucian and Sonja's Love Theme,https://p.scdn.co/mp3-preview/dc812848cc84876cc4c5b84b597041ca4a7fdf2e?cid=0e18970867524f1fba6634279dd9e5b2,14,0.767,0.0888,0.111,86.618,0.0345,0.944,0.101,-27.392,0.0405
341,487,Talaash,Ram Sampath,Talaash,Jee Le Zaraa,https://p.scdn.co/mp3-preview/54cfd053daa74b031659ebad9f4a38e069a3cc20?cid=0e18970867524f1fba6634279dd9e5b2,58,0.447,0.584,0.698,79.993,0.436,0,0.0699,-6.61,0.0376
344,491,Bee Movie,Rupert Gregson-Williams,Bee Movie: Music From The Motion Picture [iTunes Exclusive],Graduation,https://p.scdn.co/mp3-preview/e51a4fc4010c2dd58c09cda87879816a75e53aaf?cid=0e18970867524f1fba6634279dd9e5b2,0,0.816,0.666,0.441,128.063,0.522,0.756,0.29,-12.174,0.0323
345,492,Trash,Antonio Pinto,Trash (Original Motion Picture Soundtrack),Long Trip Home,https://p.scdn.co/mp3-preview/9cd50341205ae9c47e1b27a5dd4d158abdcde6c8?cid=0e18970867524f1fba6634279dd9e5b2,4,0.966,0.142,0.276,66.856,0.0545,0.924,0.08,-15.116,0.0458
346,494,He's Just Not That Into You,Cliff Eidelman,He's Just Not That Into You (Original Motion Picture Score),Janine Revealed,https://p.scdn.co/mp3-preview/7517672f21b04f51187817d46873deac870e1b86?cid=0e18970867524f1fba6634279dd9e5b2,6,0.994,0.318,0.00377,127.17,0.104,0.9,0.09,-36.736,0.0455
351,501,Bad Day for the Cut,James Everett,Bad Day for the Cut (Original Motion Picture Soundtrack),Painting the Van,https://p.scdn.co/mp3-preview/2ebe4ca723c685bb131a7097a21aef1fda035b1e?cid=0e18970867524f1fba6634279dd9e5b2,0,0.954,0.425,0.0651,95.307,0.0346,0.898,0.0911,-19.021,0.058
353,503,Soul Surfer,Marco Beltrami,Soul Surfer (Original Motion Picture Score),Half Pint Boards,https://p.scdn.co/mp3-preview/33da647a709bac328f71204772c3bffa7cd4faf8?cid=0e18970867524f1fba6634279dd9e5b2,29,0.972,0.455,0.165,119.995,0.0729,0.899,0.0906,-17.004,0.0356
355,510,Berlin Syndrome,Bryony Marks,Berlin Syndrome (Original Motion Picture Soundtrack),Out (feat. Erkki Veltheim & Zoe Knighton),https://p.scdn.co/mp3-preview/14d92b27cf90df8ed353868c4b5f7c92d8f7eb5f?cid=0e18970867524f1fba6634279dd9e5b2,5,0.899,0.159,0.117,75.438,0.0258,0.84,0.0749,-17.823,0.0481
356,512,Big Miracle,Cliff Eidelman,Big Miracle (Original Motion Picture Soundtrack),Main Title (Whale Hunt),https://p.scdn.co/mp3-preview/7f05d2f8c1c2cef43a0727056185db40e8bd465b?cid=0e18970867524f1fba6634279dd9e5b2,1,0.878,0.316,0.0984,60.612,0.0367,0.618,0.108,-19.177,0.0325
358,516,Deep Impact,James Horner,Deep Impact - Music from the Motion Picture,A Distant Discovery - Instrumental,https://p.scdn.co/mp3-preview/08ba32c23079cc753d31256a702a8d4012a1d0f2?cid=0e18970867524f1fba6634279dd9e5b2,0,0.894,0.114,0.0825,93.047,0.0545,0.764,0.0835,-29.231,0.0467
360,520,The Wandering Earth,Roc Chen,The Wandering Earth (Original Motion Picture Soundtrack),New Journey,https://p.scdn.co/mp3-preview/fc41a3185f5aa7e5a8690e9f2b888872911aa255?cid=0e18970867524f1fba6634279dd9e5b2,7,0.00109,0.413,0.669,175.037,0.0384,0.474,0.107,-9.672,0.0381
361,523,Chappaquiddick,Garth Stevenson,Chappaquiddick (Original Motion Picture Soundtrack),In His Shadow,,19,0.967,0.0692,0.0755,70.671,0.0385,0.937,0.0772,-27.553,0.0403
362,525,Mission Control: The Unsung Heroes of Apollo,Chris Roe,Mission Control: The Unsung Heroes of Apollo (Original Motion Picture Soundtrack),Problem Solving,https://p.scdn.co/mp3-preview/86bb069e4257eaff70973e5189826b7689f99be8?cid=0e18970867524f1fba6634279dd9e5b2,7,0.906,0.47,0.171,129.759,0.0381,0.898,0.125,-13.144,0.0339
370,536,World Trade Center,Craig Armstrong,World Trade Center,World Trade Center Piano Theme,https://p.scdn.co/mp3-preview/127e57957b79860c9de021e868e2ac2cf5d83db9?cid=0e18970867524f1fba6634279dd9e5b2,20,0.945,0.0781,0.0377,63.674,0.0357,0.949,0.109,-20.935,0.045
372,539,My Scientology Movie,Dan Jones,Louis Theroux: My Scientology Movie,My Scientology Movie (Introduction and Titles),https://p.scdn.co/mp3-preview/a05a11829bfd00093e711695dc532c4512b1a242?cid=0e18970867524f1fba6634279dd9e5b2,2,0.72,0.237,0.153,113.258,0.0365,0.944,0.0777,-19.418,0.0353
373,541,Mortal Kombat,George S. Clinton,Mortal Kombat (Original Motion Picture Score),A Taste Of Things To Come,,25,0.0119,0.441,0.61,135.439,0.158,0.605,0.313,-17.951,0.0425
375,548,Petta,Anirudh Ravichander,Petta (Original Background Score),Rhythm of Petta,https://p.scdn.co/mp3-preview/1d67a8af185c141e9cdafed7efa461b4d99e915e?cid=0e18970867524f1fba6634279dd9e5b2,39,0.552,0.619,0.953,80.038,0.253,0.893,0.193,-6.097,0.076
378,551,The Confirmation,Jeff Cardoni,The Confirmation (Original Score Album),See You Tomorrow,https://p.scdn.co/mp3-preview/6375993e0ac2b597393ad42f1ee837919e2ea957?cid=0e18970867524f1fba6634279dd9e5b2,0,0.946,0.268,0.159,68.829,0.0659,0.85,0.109,-17.675,0.033
379,552,The First Wives Club,Marc Shaiman,The First Wives Club (Original Motion Picture Score),Letter To Three Wives,,13,0.989,0.162,0.0331,54.796,0.0729,0.942,0.109,-26.999,0.0392
381,554,Free Fire,Geoff Barrow,Free Fire: Original Motion Picture Soundtrack,Annie's Song,https://p.scdn.co/mp3-preview/9e4aeeed0e9ddedfd21c772da55579b254e0e4cf?cid=0e18970867524f1fba6634279dd9e5b2,3,0.766,0.315,0.369,145.366,0.451,2.22E-05,0.367,-10.489,0.0296
383,557,Cop Car,Phil Mossman,Cop Car (Original Motion Picture Soundtrack),Dusk Drive,https://p.scdn.co/mp3-preview/4e325d41d22d0f777d392cb331b9e6a2fce0ceb0?cid=0e18970867524f1fba6634279dd9e5b2,1,0.189,0.46,0.436,58.069,0.197,0.831,0.123,-14.06,0.0411
388,563,Resident Evil: Extinction,Charlie Clouser,Resident Evil: Extinction (Original Motion Picture Score),Convoy,https://p.scdn.co/mp3-preview/46b88d248212de58543aa78c6f2ff0bf63b62a02?cid=0e18970867524f1fba6634279dd9e5b2,29,0.00012,0.417,0.88,174.069,0.346,0.796,0.144,-8.997,0.0426
389,564,American Assassin,Steven Price,American Assassin (Original Motion Picture Soundtrack),Katrina,,23,0.627,0.34,0.253,104.06,0.0375,0.855,0.193,-14.856,0.0315
402,586,Breath,Harry Gregson-Williams,?뽧꺃???귙겗力㏂겗?묆걪?녴겦 (Breath) [Original Soundtrack],藥앫겗訝?겎,https://p.scdn.co/mp3-preview/976d4194931cb7bb2dd04a349feb11f07c0998a4?cid=0e18970867524f1fba6634279dd9e5b2,0,0.976,0.133,0.0803,81.144,0.0258,0.93,0.0725,-19.033,0.0446
403,587,Kodachrome,Agatha Kaspar,Kodachrome (Music From The Netflix Original Film),Drama,,34,0.994,0.221,0.0216,131.63,0.0278,0.219,0.0862,-26.316,0.0506
404,588,Operation Red Sea,Elliot Leung,Operation Red Sea (Original Motion Picture Soundtrack),Desert Storm,https://p.scdn.co/mp3-preview/763416d564a70371b301e271b747e37597f634d9?cid=0e18970867524f1fba6634279dd9e5b2,4,0.215,0.185,0.807,137.78,0.0472,0.893,0.0762,-11.366,0.0841
406,591,Laggies,Benjamin Gibbard,Laggies (Original Motion Picture Soundtrack),It's Never Too Late (End Credits),https://p.scdn.co/mp3-preview/af6afe185f8b95ecf5545f96fa925dd60d456a77?cid=0e18970867524f1fba6634279dd9e5b2,17,0.656,0.476,0.361,179.927,0.159,0.489,0.115,-11.434,0.0349
407,598,Before I Wake,The Newton Brothers,Before I Wake (Original Motion Picture Soundtrack),Monarchs,,12,0.876,0.264,0.111,80.27,0.0337,0.91,0.124,-23.59,0.0501
408,600,Mountain,Richard Tognetti,Mountain (Original Motion Picture Soundtrack),Flying,https://p.scdn.co/mp3-preview/590ed0ad342ce385d285423d9a58b6efd1bb8141?cid=0e18970867524f1fba6634279dd9e5b2,30,0.876,0.0959,0.0449,76.044,0.044,0.14,0.105,-18.878,0.0396
411,603,Tamasha,A.R. Rahman,Tamasha,Agar Tum Saath Ho,https://p.scdn.co/mp3-preview/017b836fa0c7983b7d5749a2c0802a33843244a7?cid=0e18970867524f1fba6634279dd9e5b2,73,0.557,0.562,0.519,122.925,0.415,0.000268,0.172,-8.744,0.0326
412,608,Dolphin Tale 2,Rachel Portman,Dolphin Tale 2 (Original Motion Picture Soundtrack),Reconciliation Ballet,https://p.scdn.co/mp3-preview/7a89a3b70be6ee22692a1aafc6c3bf907e8c60f3?cid=0e18970867524f1fba6634279dd9e5b2,8,0.958,0.164,0.117,77.977,0.0661,0.783,0.177,-17.918,0.0363
414,610,I Am Bolt,Ian Arber,I Am Bolt (Original Motion Picture Score),"This Is It, Rio!",https://p.scdn.co/mp3-preview/6fbc8f9524d39ccb295cafffd47e2a5e9d885b12?cid=0e18970867524f1fba6634279dd9e5b2,10,0.00812,0.618,0.45,92.976,0.0375,0.884,0.114,-12.691,0.0432
415,611,Evolution,Dascha Dauenhauer,Evolution (Original Motion Picture Soundtrack),CREDITS,https://p.scdn.co/mp3-preview/05f5120a4a9bbf78c66858fb836da7524256bbd3?cid=0e18970867524f1fba6634279dd9e5b2,5,0.95,0.188,0.198,114.999,0.0503,0.802,0.158,-22.862,0.0561
