,title,music_director,artist_id,album_uri
3305,Almost Mercy,B. Dolan,5y78BoNH3MfpUYSEzIpmJA,
3306,Solace,BT,3Nrfpe0tUJi4K4DXYWgMUX,
3307,Company Business,Michael Kamen,68bqsIINo5RFICYwbkChbb,
3308,The Maid's Room,Arturo Rodriguez,5XAMwb7g6jZrLc3iO8ag4G,spotify:album:23xbRyQSfJtUdVpukrRlhi
3309,A Dark Reflection,Moritz Schmittat,2V3lzkBKXflvWYIRPATE2H,spotify:album:2CHbXBlMzledXUALkgg5pd
3310,India: Kingdom of the Tiger,Michael Brook,5NTEVDdw1KuWN3cUX3kZ1y,
3311,New Year's Evil,W. Michael Lewis,68TpVJzBmxjbEkbIYTdHoN,
3312,Cruel Summer,Lisa Coleman,63hYYCAWq84DG0M4Uj9ccd,
3313,Anonymous,Harald Kloser,7CrDa4z7UgtWJSGLlzyYV8,spotify:album:5lHQWSstGnxcAfip0r211z
3314,Mad Doctor of Blood Island,Tito Arevalo,6QW7JoYHT1E743OHkllGfD,
3315,Gross Misconduct,Bruce Rowland,5R5eccQc8EF4ROO0HNRW9m,
3316,Someday This Pain Will Be Useful to You,Andrea Guerra,2RH4zVV2q0H5iVnfSl7XFz,
3317,Shirin in Love,Alex Kovacs,2B1iXU7GPaRPJmztPtxGW3,
3318,The Ultimate Legacy,Rob Pottorf,4wQsEputlA1KjFcer15r5l,spotify:album:6ZJBPJKw4diUBvWX5LFvpb
3319,One Under the Sun,Isabelle Engman-Bredvik,4S3zlQuYyvXnANrfeQP0zX,
3320,Caffeine,David Kitay,4iuhN8fFgwQGPrzRXUY46O,
3321,Crawlspace,Jamie Blanks,,
3322,Devoured,Carly Paradis,7cJxA2cHQQOkRf87Qd8PCe,
3323,27: Gone Too Soon,Simon Napier-Bell,,
3324,The Family Tree,Stacey Hersh,6OKqACDcueVWJc2yoYmWrx,
3325,My Lucky Star,Nathan Wang,5M262TlxDkDg3P7P16CXl9,spotify:album:1YlAu5pFTSKsqDASoleSv1
3326,Hide Away,Tony Morales,4Rtd1pZcznU3fr57jCdoJx,
3327,1920: Evil Returns,Chirantan Bhatt,1Fp2NbOlCFFrrkc29QbhBC,
3328,Selfie from Hell,Peter Allen,6748v9yNrbb4PPJuvfoMRa,
3329,Pig,Alexis Grapsas,3dkswBquw5Ss899vAX7DP6,spotify:album:6s2Jhu6WofFEBLYxJ3foWx
3330,Helena from the Wedding,Doug Bernheim,,
3331,Catch.44,David Allen Kitchens,,
3332,Salt and Fire,Ernst Reijseger,3G3RD2OMqpKq9V234MF8TA,spotify:album:4oBBozJQnTbkeXWBqpJCts
3333,Camp Cool Kids,Jay Weigel,3tz1EZ4NWAwzBh5UKVAvrO,spotify:album:1YS62NF31hSKbRw0zCCZtc
3334,Bringing Up Bobby,Junkie XL,5svDnd8joFhbpbA3Ar0CfN,
3335,Black Creek,Pete Coleman,2VBlYgKD0A2xHDw8mCrwp9,spotify:album:3yS5y7pc2KtRGOyp0mRzd7
3336,War,Brian Tyler,109FvbnDVNag1UcJDVpFlr,spotify:album:0YVMaculcZroxQn2zI17wd
3337,A Royal Hangover,Mark Lanegan,1fpXM23IoNckJ7NDAm8YJQ,
3338,Cause for Alarm,Andr? Previn,2tfWguHr2nj4e8KXLKciVq,spotify:album:2bWksWydso42KMI2fi5sW2
3339,The Bronx Bull,Ched Tolliver,0SsnxtCYW5PpRnHlj3cEvx,spotify:album:6I7nZXxOU12Y5OBvdWeN2y
3340,Darkness Falls,Brian Tyler,109FvbnDVNag1UcJDVpFlr,spotify:album:2G3dgLbqwGSVqLc3huIA9X
3341,Frank vs. God,Jonathan Beard,6HpNP7MA0g0bO09eANK1Mm,spotify:album:30kNJWekrYqpI7ncWCWEU5
3342,Flight 666,Christopher Cano,76luNbqkgg0TiiKpPjjja2,
3343,Spirit of the Game,Ned McPhie,2gDKLEhhnj6cxjI83xNLgj,
3344,Birds of Prey,Daniel Pemberton,7LbEDjJKrmWoMcN3OpaNnR,spotify:album:1NID9pIhsI9nHI5O5EiCRH
3345,BloodRayne,Henning Lohner,3YMbZ6OH1a9AvMaqNuNWYt,
3346,Committed,Calexico,1OmdWpAh1pucAuZPzJaxIJ,
3347,"Silent Night, Bloody Night",Gershon Kingsley,2rM1qNABE6tqficAyyZ0l9,
3348,Blood Feast,Klaus Pfreundner,0febueQEN79DCIfM7cgx7c,spotify:album:0cVME5r2dlEDmVbbSkpXZl
3349,The Zero Boys,Stanley Myers,6l6NgkV6IWYKlRN7jHCQmt,
3350,Caroline?,Charles Bernstein,1r5HqYbJ06Q75oCXSEdoJU,
3351,The Killer Reserved Nine Seats,Carlo Savina,0JPH3a8DUy38JvZsdhmEnC,
3352,The Boogey Man,Tim Krog,5axnIdxPSH2K2lO9iommvj,
3353,Billy Boy,James S. Levine,3B5DvdNkTj6eRfhuHhfM3a,
3354,Messenger of Death,Robert O. Ragland,,
3355,Alena,Karl Frid,4KZ3zELIKtH2KA6AfqH3mb,
3356,The Sacred Science,Tunng,6k8oBFzievbIn6XJK0pDpa,
3357,A Date with Miss Fortune,Daniel J. Stimac,2UbF9m6JbL7FTwHssCt4Jt,spotify:album:4ipzZXnJqpSjfD50KG79H2
3358,Cry of the Banshee,Les Baxter,35pV6EUbherudlvAftoueR,
3359,Beast of Burden,Tim Jones,3LreXwqZSF15HoHfSz2Ees,spotify:album:0V5sNwoQMqQfmBbvCxX8xR
3360,Savannah Sunrise,Rob Pottorf,4wQsEputlA1KjFcer15r5l,
3361,Allies,Philippe Jakko,3Xy2NPtFkpg14nyuxnGmaI,spotify:album:135TxHDcNrE2WEaxIYLwRb
3362,Adventure Scouts,William Scott Davis,4XApYQrgcNcn9nmDOwP6WX,
3363,Tubelight,Julius Packiam,37dW5exIcXrrHEMmiItJas,
3364,A Year and Change,Jeff Toyne,0Kn2XdAJZAaRKG1hESDyW9,
3365,City of Gold,Bobby Johnston,0b6QSQZICgQGR32F2nWB8Y,spotify:album:2AlMo4LhNcAZDHDSmIBpTX
3366,The Ungodly,Carles Cases,3loheRgrtvaQrdHHt6KQUk,
3367,Destiny Turns on the Radio,Jack Baran,2MRhtCL4ejPYcmE9EE5YtN,
3368,The Forgiven,Zethu Mashika,5He1X4RgcZuQ8J2LtstHvq,
3369,A Haunting at Silver Falls,Nathan Vann Walton,,
3370,For the Love of George,David Bertok,4pUdozZloGXueDV9VWkbwT,
3371,Frauds,Guy Gross,7fhh9osgiRGbaGzs5BZ5Bo,
3372,A Rising Tide,Ronen Landa,5PC9PQu8Lbu3Ynr5Kyutw1,spotify:album:4IIwOpOZvOUtRIOqRbZ0KX
3373,Gangster Land,Samuel Joseph Smythe,2YiMREMGwxM4orcSNz21H3,spotify:album:3QtRBhgauN5OCpo5YRmssu
3374,Mariah Carey's All I Want for Christmas Is You,Richard Evans,4AswZj1cwqBak2y6xXyJ28,
3375,American Meltdown,tomandandy,0iqOcDJNnh51gemYhYhTUq,
3376,Ultrasuede: In Search of Halston,Christopher Franke,724YlnEzfIBXRWSmT1ur6W,
3377,Hardflip,Jason Brandt,7LnVZLFbqS4SsUSb2FkY2d,
3378,Violets Are Blue,Patrick Williams,6Ls7jvEOGiaPP5smBdptcF,
3379,Scorpion,Tony Morales,4Rtd1pZcznU3fr57jCdoJx,
3380,Full of Grace,Sean Johnson,16VwyZdaNKjbvBUoTKCdUu,spotify:album:4nB02FTofF0n8mexTcFYd3
3381,Ass Backwards,Orr Rebhun,,
3382,Affluenza,MJ Mynarski,,
3383,Dominion,Alex Wurman,4zzIJO16ddwVjGHpafzokr,
3384,Ava's Impossible Things,Allyson Newman,6J7Vvqf52VKekeByTsXls7,
3385,The Wicked Gift,Aurora Rochez,44xg6JqOZhZTFDZAigoNas,spotify:album:2xG2gxzwNWhHHx6UqYNAOT
3386,Ordinary People,Marvin Hamlisch,1VN38ZSdtQnHLa8PfTTKZD,
3387,Amnesiac,Aleks de Carvalho,,
3388,Coach,Rick Marotta,,
3389,The Serpent's Kiss,Goran Bregovic,491v9k5NTGBGanwqPNSkuS,
3390,Wildflower,Dara Taylor,6DXeA5nK5RwxNAs8a3nHLG,spotify:album:1WCvguDLmNgo4h8rzbNIsx
3391,From Inside,Ade Fenton,25JHD76ldB1K0pOvBTFoSy,spotify:album:1DLrrYvd8nJyvQUtsTPUGU
3392,Eat,Jimmy Weber,3YXV75oBakfmpqlsd3V3gZ,
3393,Arbor Demon,Lee Barbour,4Eyw3LP3eROKeesqtHtSzN,
3394,Long Nights Short Mornings,Redding Hunter,20rlFud91cSkD0CT1wGHqu,spotify:album:4XJwwlXqlLo8TtNAbGzMqN
3395,The Rift,David Mason,2N2px6erFxuo7nnYgfNURG,
3396,Aleksandr's Price,Dave Klotz,4O87wbDWnKoh8h7Wq4Aq2T,
3397,The Clown at Midnight,Glenn Buhr,46Le1jJ4LMlIRstjny0y8v,
3398,The Happy House,David Ullmann,1rwKi72ZPiqSv279ePaohG,
3399,Sweet Home Carolina,Tom Jemmott,7lgVR2lERV72hOG6gmsw8U,
3400,I Am Here,Johann Johannsson,3IpQziA6YwD53PQ5xbwgLF,spotify:album:2IvEEVVWn1vqvmSZ36S8rd
3401,Sex After Kids,Thomas Kratz,0xVRPAZrLD3b53quxBkvAT,
3402,Strange Invaders,John Addison,0dD5t8KmNIXcf3CrrL3jK1,
3403,88,Benoit Grey,5uUPbUNckgE7F0U7v94qmi,
3404,The O'Briens,Paddy Casey,3t61q4MDXG8a22cRCv1ghZ,
3405,Casanova Brown,Arthur Lange,2XH9kJG9Symv54GYgIWvcC,
3406,A New High,Christopher North,0jbuhpvcqWlRvBLXYGXHFT,spotify:album:4aB6HxZ4rKagFBw4wfDiml
3407,The Deal,Jeff Beal,4J71DltC2dxSTBO9kq14zS,
3408,The Wedding Invitation,David Bertok,4pUdozZloGXueDV9VWkbwT,
3409,Ghosthouse,Piero Montanari,1Wd14bEJncNbGoErwkApWl,spotify:album:4n1lYkqqa2VEuNZvUyC8Ye
3410,The Beat Hotel,Daniel M. Cavanagh,5u3dSi1QqglYo6jxrwcZN4,
3411,Atone,Sid De La Cruz,19k3SnrMFsUzfkbQvCDjQo,spotify:album:0oiijAPzs9C3gREUPtGNKn
3412,The Price Of Fame,Justin Wright,1po20hAqQTjVtHqG9PP3Oq,
3413,The Good Life,Alex Wurman,4zzIJO16ddwVjGHpafzokr,
3414,A Dangerous Place,Mark Petrie,1JmpYoOoDOGPw3uUyqj9m6,
3415,Second Chorus,Artie Shaw,5wam12nGWDBIrLDV78TNSF,
3416,The Kitchen,Blair,5dllmwFsq4JlN1YK0f41Sm,
3417,Finding Hillywood,Zain Effendi,2nU9TTYi4riWNjTlcdLD4F,
3418,Future World,ToyDrum,2Ge3GDP9066h1TxaU5LuCF,spotify:album:0sRObL7VRg2Jz0SlWnE2QS
3419,Living Dark: The Story of Ted the Caver,Christopher Marianetti,6Z2QHffPks96DezhY2JhA7,
3420,Catch the Wind,Camille Rocailleux,4KvP9RZmjDi1EJ6YaOF2l9,
3421,Tulsa,Will Musser,3dO2hniUFrQXRquoHOjYaM,
3422,Bernadette,Francis Lai,0Lf3tvw0Rzwr38KDrShstn,spotify:album:5Rquiqs4uzdaPna8WPI6kE
3423,Passion Play,Dickon Hinchliffe,3SzIzpOIDpgwKNWaKL4FG4,
3424,Don't Click,Seong Ji-dam,66C1xxYRQhkRXXw5Ix0Yct,
3425,Hello I Love You,Russ Whitelock,3CKtgPjl9YDe3h87rMBaNu,
3426,All's Faire in Love,Jeff Cardoni,6z9vVCxeBfXZfS5FEzUnu0,spotify:album:5NRyg6UQ1mLKTGJjCebVft
3427,Zombie Apocalypse,Chris Ridenhour,3blqzt0Usb4hu6VlmpIWfG,
3428,8 Assassins,Hoba Hoba Spirit,2aZPgvcYQD2z4NIoO8x8Gi,
3429,The Lion of Judah,Greg Sims,5Jkv8jirn40xbrkABcwIsG,spotify:album:7CTl7fQHxQ3huap0xEfZew
3430,A Daughter's Nightmare,Keith Power,1CY3FNIK3p5bqE0NYiFMi8,
3431,The Incredible Melting Man,Arlon Ober,3cw0ITAqCG8g8Besc499jQ,
3432,Devil in My Ride,Tim Montijo,,
3433,Mausoleum,Jamie Mendoza-Nava,,
3434,The Divine Tragedies,Michael John Mollo,3CfpX57DRZXzCrmwuzEUBp,spotify:album:0kTT795nkrIaonW8dqBRZ4
3435,The Giant Spider,The Night Hobs,6MfIKB9KHZGzAAEz1Yx8Mh,spotify:album:1PakqaDSSIKCfRkYPiFUkN
3436,Dangerously Close,Maarten Buning,6OLeKP0NiJqTOjH6hUI0Oi,
3437,Pinochet's Last Stand,Jeff Beal,4J71DltC2dxSTBO9kq14zS,
3438,"Rio, I Love You",Pedro Bromfman,5SiBQxijnMwUGUYG31gZnS,
3439,West End,Jeff Cardoni,6z9vVCxeBfXZfS5FEzUnu0,
3440,Torment,Christopher Young,1FMXF1g4Fz2MWDTogFj9EC,
3441,Endgame,Deng Ouge,,
3442,No Manches Frida 2,Juanjo Javierre,6ki1SjC5brSSNrNJANWoJG,
3443,The Perfect Age of Rock 'n' Roll,Steve Conte,5Uxss6P1MI2lX9vHvK76zK,
3444,The Strongest Man,Andrew Rease Shaw,,
3445,Vigil,Glenn Gregory,0bzGPa4FNUKVo6CE78yFXW,spotify:album:0NBDeQDot6gJfbRtcgE4kI
3446,A Cadaver Christmas,William Campbell,1fnZOtWxtyBxMqOmoVcrlr,
3447,Making a Killing,Peter G. Adams,5t26myJesuzA5e2a1uso5y,
3448,Dinotasia,Mark Leggett,1l9Zlzq18wS2stgLoFz2F7,spotify:album:2aZHfq5iUgngA5TAsSB7Br
3449,Pablo,Lior Ron,6UZrwnf8i7C6QZmvro2pkj,spotify:album:5omZmoMIoaBv5k55NJYed8
3450,The Covenant,tomandandy,0iqOcDJNnh51gemYhYhTUq,
3451,One Shot,James Schafer,4o1yQsUjRLHqaZqPlpuSVs,spotify:album:6KbWmujdHUwqTBxj2jy8Kf
3452,Standing Ovation,Benedikt Brydern,3qIQD8OItZVcItGTBoiUBO,
3453,Restoration,James Newton Howard,2M4eNCvV3CJUswavkhAQg2,
3454,The Mason Brothers,Federico Vaona,4W1DTB26g9SemwvGxUYuoo,spotify:album:5HqA6doc7i67iaVTCFgcmI
3455,Fits and Starts,Jay Israelson,3IpYaJOaD6ybFAMTZMvmlU,
3456,Werewolf in a Girls' Dormitory,Armando Trovajoli,5PHOUKyz1tjA3vaDPIIVE0,
3457,The Apple Pushers,Alex Lasarenko,3JNesEEu42wlK3Nf2DIJVF,
3458,The Hills Have Eyes Part 2,Harry Manfredini,7JDEsW5jacLggSSdqqWpdu,
3459,Friended to Death,Nathan Whitehead,1H74HYtrgoflUgbNupSbdP,
3460,Top Cat Begins,Leoncio Lara,1FDoZpCdhgah7qOq7v5jOA,
3461,Armistice,Jonathan Fletcher,0R7EFti9EqngprJIP7TCrn,
3462,Pray for Rain,Jamie Christopherson,7n6lG8A060pz97EcLRLC4r,
3463,Deadtime Stories,Larry Juris,660phjWYQEeVXz0muixpk0,spotify:album:2GOVQrSXP2PVg4jAdClQDK
3464,"Duch, Master of the Forges of Hell",Marc Marder,5BhxBLGFmY6DIgvJZJDjjt,
3465,Drive Hard,Bryce Jacobs,0rikUkwix2mJdjXKM3QMu1,spotify:album:7hTniACuIVjhXNlyUtFwDT
3466,The Assassin's Code,Austin Wintory,3Rwlus4QnnBSnTe8pJV0rw,
3467,Santa Claus Conquers the Martians,Milton DeLugg,0Bk53mfrp7TsBmXgPnlqJ1,
3468,Stuck on You!,Charlie Gartner,,
3469,Limbo,Mason Daring,2v6RW8j9DIsMCGvWd2C19H,
3470,The Swiss Conspiracy,Klaus Erich Dieter Doldinger,,
3471,Black Eagle,Terry Plumeri,0Lvf7cJgPWbp8pJIqEUxtw,
3472,Lies I Told My Little Sister,Dylan Glatthorn,38y2GXrnJPrCL0rnMsEaZc,
3473,A Long Way Off,Craig Brandwynne,1Z8kwicUjuFPYjc3fHBUe5,
3474,The Hangman,Harry Sukman,0IIibD8q6j0xWG8sw6VNBB,
3475,Central Park,Andre Fratto,6Vr5prB90f2wtQO8VB3cum,
3476,Nerve,Rob Simonsen,2ZeUaZT3s3NSbeV7OS094J,spotify:album:6EtztoTaAsTNpIdvdNd9vi
3477,American Violence,Andrew Joslyn,5dSCgfYs71v0zjg2AwUq9n,spotify:album:2X5LCwkrIkZkxnqRojKtNk
3478,The Rebound,Clint Mansell,01xiB0IlXMXy3wrrotgDnU,
3479,Ice Princess Lily,Peter Hinderthur,0sKE3iFLraAdO1mG3xrTAW,
3480,Impulse,Benjamin Wynn,7p7zU3snVMYESfpoH8x3xO,
3481,Hurricane,Yann Tiersen,00sazWvoTLOqg5MFwC68Um,
3482,The Tightrope,Franck Krawczyk,0ipMyMU3JIur63pY3inuZx,
3483,The Highest Pass,Michael Mollura,6aoHcZEQUp56tXrPddfboA,spotify:album:10dD54yiVly86Gp2yF474Z
3484,After the Reality,Doran Danoff,09cdi9a92XmB3dJJU57Zap,
3485,What Happens Next,Kerry Muzzey,42ZxYNK8wmSwfkwV1oesGb,spotify:album:0fDgxX3YOhwcQkooUFEk4M
3486,"Kiss Me, Kill Me",Jonathan Dinerstein,2CS9xFqhC5JP6cLyKOoBxx,
3487,CLONED: The Recreator Chronicles,Jeff Carruthers,68ZmEFmqzitC6ZU62fGG16,
3488,Tonight She Comes,Wojciech Golczewski,7GTDYl4iOKyUUdQVJXlmy0,spotify:album:4mn3CluLaz80GHDbe8pqmL
3489,Dirty Lies,Paul Bessenbacher,,
3490,Oh happy day,Peter Thomas,2MhPVBzM72QjbQPhybKjyr,
3491,Comedy Warriors: Healing Through Humor,Jim Papoulis,72LNknypeK7q8mPSMj8ZbK,
3492,Bunker77,Adam Peters,5p07GMal2RwFDOZergTwrD,
3493,Casting Couch,Matthew Carrier,,
3494,Hard Boiled Sweets,Tom E. Morrison,2NsXbTUYAu06wbTqjwEWXp,spotify:album:0wlV0QPgbRSzorqzuaVjdF
3495,Last Girl Standing,Linus Lau,4uYEpcFHYG2SEVY98BrK3B,
3496,Mega Shark vs. Giant Octopus,Chris Ridenhour,3blqzt0Usb4hu6VlmpIWfG,
3497,Lake City,Aaron Zigman,74M3iphMpn1MA2YUe2Iigb,
3498,Hidden Moon,Luis Bacalov,4iy3JrFlBLHPvXqN1OcQS1,spotify:album:3YdjuUBVsg4WBkpOValoqK
3499,Free Fall,Durbeck & Dohmen,6tkVGYTlCthNiTWzPZRTWM,spotify:album:5OVikCzoUB2UgsOb9M0CiJ
3500,September Eleven 1683,Roberto Cacciapaglia,359LKbZWLk6u3IpyNE2CQG,
3501,In the Blood,Paul Haslinger,5d9PdhcsOsXj0GIM857nvE,spotify:album:06CTvC1NXcZkThlMQRkAaW
3502,Love Eternal,Bart Westerlaken,5uzsNFPFLd7bIWboKV4mRC,spotify:album:0zawrshqsCeWBiFsmEdnfI
3503,Beast,Jim Williams,62GY6xsIVFbUxZcFxGp8Uu,
3504,Newman,Ronnie Minder,6QPfltIMjMlz547Jlyow0j,
3505,Race 3,Sulaiman Merchant,5UKqg6b73QgtOBjdZnQedK,
3506,The Pineville Heist,Fabio Acri,4F4UrmY0eAdRNqpPiIWnnJ,spotify:album:6EYVSBvMdLYqNQAyEHuhNV
3507,Solitary,Roger Taylor,2PZEd7yktruWruOqORRChA,
3508,Good Enough,Joshua Moshier,5u8AYnaLwHVuubjaBmHOEz,spotify:album:3ML3z4uoOZdoAYQRHDFpvS
3509,Blood Craft,Chris Ridenhour,3blqzt0Usb4hu6VlmpIWfG,
3510,Mandie and the Cherokee Treasure,Owen Smith,0Da3JYuxAKP8nqctCOZPkI,spotify:album:4JERrIpRJibMJIPpfBnMTI
3511,BBOY for LIFE,Neil Degraide,7N0jm9zS03ylYDZpSUVvwv,
3512,Vamps,David Kitay,4iuhN8fFgwQGPrzRXUY46O,
3513,Fugue,Dana Niu,3AYPFIPDQ5aUUZzQ9OsqEn,
3514,Sorority House Massacre,Michael Wetherwax,3LQpbiNFeZC6pEwDp6pDBC,
3515,"China 9, Liberty 37",Pino Donaggio,1M5wLoT4Yub4wWOZAcj7z0,
3516,The Surface,Jeff Russo,5L9DgM2FSb2Ny1vfxfyYU8,
3517,The Strange Name Movie,Ed Grenga,3xRXg2VdSTes9J78rK9Ikc,
3518,Life of Significant Soil,Grady Walker,,
3519,Picture Claire,Paul Haslinger,5d9PdhcsOsXj0GIM857nvE,
3520,Big Bad Mama II,Chuck Cirino,6nTrEFCCHC2i3j2QWFgxQd,spotify:album:2WUeRQPCH3NBWZZaxivW2n
3521,Night of the Templar,Evan Evans,4jXfFzeP66Zy67HM2mvIIF,
3522,Ghosthunters,Ralf Wengenmayr,407ug053TsZjsjmzcGHaSZ,spotify:album:2iTEbxJk26nIyfTc4R50Eu
3523,Return to Horror High,Stacy Widelitz,7mSsem7z1BSrhaysJiCulE,
3524,Caffeinated,Derek Baird,7sHCaZk4bPBVjClCRKQWZq,
3525,Double Identity,Bill Wandel,0zO7v8ZOyUbJE6UBPli0Jh,
3526,Approaching Midnight,James Stonehouse,1duWJv1d4SmDdPbkwq73n5,
3527,Off Label,Ted Savarese,59JYRuM241YulyI6oJo2Qf,
3528,Tommy,Martin Landquist,0yWQrYCgN9eOqDJLlHLNv2,spotify:album:6rn4qhPud9EzuOowt0gOqY
3529,"Sincerely, Brenda",Alfredo Sirica,3519OYLmGClj5Ck7yGzHBX,spotify:album:7cClrIX2pYD9DVeQGMLI0V
3530,Hurt,Dana Niu,3AYPFIPDQ5aUUZzQ9OsqEn,
3531,Rent-a-Cop,Jerry Goldsmith,7t8q7ikEtcPNtoaKAm9Vu6,
3532,Cassidy Way,David Bateman,5YczU9Aaz74hbLnmxVhSnO,spotify:album:1OrAuwMKMq1BGchFuBYo6J
3533,Texas Cotton,Sam Lipman,4cVecJYcMy2JfemHNj2v1R,
3534,InSight,Marcello De Francisci,50cxojNr9EQcyLgrOhXujY,
3535,Explosion,Yilin Zhang,6iphZ3CMIB5mLpSFBXHxMZ,
3536,Dark House,Bennett Salvay,1lWGijAqSCPZNmxnq1Yv9O,
3537,The Frankenstein Theory,James T. Sale,6FMNDTFV8TTUbDrdP19p6o,
3538,One Fall,Ben Toth,4UyhrqbotqTVu12QkpsQWg,
3539,Beneath the 12-Mile Reef,Bernard Herrmann,5bUj39bg0zEbRzjUEISMG9,spotify:album:4TIYYLa34ChRMK3fDXirmR
3540,The Taming of the Shrew,Nino Rota,0RYyGExpy57GLGa1GtFoVo,spotify:album:2rwnZ4hH23XI12z5pwal2u
3541,Eternal Salvation,Joshua Mosley,6PcPfPf2YHSi3nJjXYzQT4,spotify:album:6swH0fx6F6BaaKfs9r7vnQ
3542,Freak Dance,Jake Anthony,2mE0ftXr2vOTGtq0tI64jr,
3543,All Superheroes Must Die,George Holdcroft,,
3544,"So Young, So Bad",Robert W. Stringer,,
3545,Duress,Dimitris Kontopoulos,4Ojg6NMK8taJyNksHQmpbQ,
3546,The Offering,Ting Si Hao,7KbZ6OVoiOZ1vVfruBdMxG,
3547,Dog Park,Christophe Beck,1GjWNGbMtHDQ7CNYf2d7cw,
3548,Drift,Michael Yezerski,4Gx8e7bdRJdkdhGGF5TNwg,
3549,Project: Metalbeast,Conrad Pope,4dv7Vcz8DINl6TC179Y7s6,
3550,Hayride 2,Fleetwood Covington III,,
3551,Dawn Rider,James Guttridge,,
3552,Ticket Out,Marc Adler,3zKMWbxHO9TnT1koUL4QZ2,
3553,Such Good People,Jonathan Dinerstein,2CS9xFqhC5JP6cLyKOoBxx,spotify:album:4eDoweitn3Mm5nmZEPfumW
3554,Maladies,J. Ralph,2GPriNLwjGv7sjsgIex8Wv,
3555,Jake Squared,Daniel Adam Day,2EfDTEmImJ1zvhJT5MH81x,
3556,House Hunting,Cody James,73BIIWzFMf1KW0V62AJFfU,
3557,The Diary of Preston Plummer,Christopher Brady,658ZiubsRpfUapUXKDuVjG,
3558,Swami,Nitin Arora,74ZRAkTSSkBmORhtgHQqtD,spotify:album:4TnkeJM57nQVjVlfe5ge3i
3559,The Pagan Queen,Benedikt Brydern,3qIQD8OItZVcItGTBoiUBO,spotify:album:4Gs4O0PmcGFTiCyJLu6uIH
3560,Kettle of Fish,David Tobocman,4QGxgIdKPBbzWwDmaB34Pw,
3561,First We Take Brooklyn,Lionel Cohen,3xg5YtpxcmUYhDzNSFTEh9,spotify:album:7kLrsDXV1QMLsDSX170aQH
3562,National Lampoon's The Legend of Awesomest Maximus,Scott Glasgow,4nGPvo7sPAez4RYmVBHDwy,
3563,Drones,Cody Westheimer,1mr4OWzaa9LYoPgMrDd1RD,
3564,Forgotten Pistolero,Franco Micalizzi,7f37Vyx4s5Ok6R0Q11YzJP,
3565,Daddy's Home,Michael Andrews,0RkqytrwoGyXGvDiZwT6i2,
3566,Blue Steel,Brad Fiedel,4GcS4MPc2DtgpYCeghy88O,
3567,Divorce Invitation,Ed Barguiarena,,
3568,Pregnant in America,Pinar Toprak,7z1L55q63jRGHqqS3xcGgl,
3569,Billy Club,Chris Fuller,5QMzGPQ6dHG5fttSkicANN,
3570,Trigger Point,Andrew Lockington,0sK0i9UQeU4aPaxgGTFTcC,spotify:album:6yblNqOuJ9wLidSHB8s4pT
3571,Varan the Unbelievable,Akira Ifukube,08rPF2TyeladptG6Z2pYEe,spotify:album:6H8JL0YJpypy2zVwdhU1MY
3572,Friends and Romans,Aaron Mirman,,
3573,Come Morning,Justin Slaughter,2BVZTfdn8eZl00lbbBSkEc,spotify:album:2hjqjVP5Ak7zuDtqhJLazd
3574,All in All Azhagu Raja,Srivardhini Thaman,,
3575,The House That Jack Built,Lili Haydn,19wVkkHXBiTMrlEJ3vWKIm,
3576,Dope Fiend,Anton Berlin,7J9Fo9dMjGNYY8usNMietL,
3577,The Telephone,Christopher Young,1FMXF1g4Fz2MWDTogFj9EC,
3578,Horsehead,Benjamin Shielden,6zAeE236aKosqAnmCcsaQJ,spotify:album:64anRTmE8n9SzXTXEQOrM9
3579,The Banker,H. Scott Salinas,2t2HunwIt8nL4PGmpsge3s,spotify:album:2ukna0T8VrpSOimsG83AQA
3580,The Sex Trip,Jerry Cohen,1kdFSHy4T8Zigbug6B44oP,
3581,Dear Sidewalk,Lawrence Shragge,37uExQe1rKVC0taSuqAVZO,
3582,One More Kiss,David A. Hughes,3Ng21zeQmtQfPs6aVKY9E9,
3583,River's End,Jonny Bell,5lJxPNfpriOEBYUc3iwZmJ,
3584,War Pigs,Alex Kharlamov,2Iq0VZUjmv90l5UkVBpwNK,
3585,The Wicked,Joseph LoDuca,7K8ZZVUXpoWs9KH9VAoVhi,
3586,Mercenaries,Chris Tilton,0E7PdEWOAW6t5k9qKSwQxF,spotify:album:7oLVpH6m0NRls6ZZBq6VuT
3587,What's On Your Plate?,Adam Crystal,25reUnj1GP4HIRCcGtf5w3,
3588,The Unwilling,Stephen Melillo,0YQuyVq4N3TsK6p4H7JqwR,spotify:album:4FNRtEB9mhj2egzHA0YP9h
3589,Kilimanjaro,Jake Monaco,0iJIcOGAPd2UFYRoJhx5FP,
3590,Retaliation,Stephen Hilton,7cDgUG9V57M9MXlJ3Hm6lq,
3591,Congratulations!,Thomas Barnwell,,
3592,Blinder,Alies Sluiter,4yfbTIvHX9nIxgkxjbC6ZZ,spotify:album:2jZ30AyHr9PDX00dLwhIYr
3593,Apple of My Eye,George Kallis,7Bt9Peyf9LLzLbjPz4l3WA,
3594,The Rage,Edward Douglas,3oc5sqcrbePXDE2Rv8IST2,
3595,Dinosaur Island,Chuck Cirino,6nTrEFCCHC2i3j2QWFgxQd,spotify:album:5Yp6TlhJaCdM2yH2JFOXQ3
3596,The Gatling Gun,Paul Sawtell,5DnusKRGjUjgTGjTWfyDWn,
